repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
google-bert/bert-base-german-cased,cd19e0f862e48a86710872c6e0dc5adc1ca6c4ba,google-bert/bert-base-german-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d088b7c145648543a5c8b54bcfd3455192612edf)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:34,True,195,+
google-bert/bert-base-german-dbmdz-uncased,7626906a07d51d9cc69c6304df4d32346cc44f24,google-bert/bert-base-german-dbmdz-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (df681a710f2277cd515d3cb69fce043ee0dc58ad)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:43:06,True,195,+
google-bert/bert-base-multilingual-cased,fdfce55e83dbed325647a63e7e1f5de19f0382ba,google-bert/bert-base-multilingual-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d633b9d001cbef4b5f7131a3998272a3beab6465)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 18:22:54,True,54,+
google-bert/bert-base-multilingual-uncased,3da6b6aad5111664db74322f2158b7f93e09a717,google-bert/bert-base-multilingual-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (d6bb52797da8a006f4c4a679eb0680a8df7f58af)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:29,True,195,+
google-bert/bert-base-uncased,0a6aa9128b6194f4f3c4db429b6cb4891cdb421b,google-bert/bert-base-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#15)


- Adding `safetensors` variant of this model (18c87780b5e54825a2454d5855a354ad46c5b87e)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:15:39,True,54,+
google-bert/bert-large-cased-whole-word-masking-finetuned-squad,91e2b532e33a797ce7f356093360c6b274b8976c,google-bert/bert-large-cased-whole-word-masking-finetuned-squad/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d82169cbad46cd5cceaffa84b0337499943f2458)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:06,True,195,+
google-bert/bert-large-cased-whole-word-masking,4110364c3591c4609a3401e86f6c03a0495536fa,google-bert/bert-large-cased-whole-word-masking/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (eb685f3381786a3c994619f38ec11da908dfa0db)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 05:56:46,True,565,+
google-bert/bert-large-cased,0879dca57dc16fa0f759392a4dde1250698570aa,google-bert/bert-large-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e2762dab13d1e03b9c0d36fc52c20c604dec23b8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:58,True,195,+
google-bert/bert-large-uncased-whole-word-masking-finetuned-squad,cca7eb4efca266eff710a8c7154ecbc382b78e77,google-bert/bert-large-uncased-whole-word-masking-finetuned-squad/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (353e76b256eb00b3c70ac272adc8473e063c654c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:50,True,195,+
google-bert/bert-large-uncased-whole-word-masking,8b35f05561d0d917087166b71d3c2c83a39104b1,google-bert/bert-large-uncased-whole-word-masking/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9eaf940db0616f9e134a496d54d19bccf5207b2c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:50,True,195,+
google-bert/bert-large-uncased,80792f8e8216b29f3c846b653a0ff0a37c210431,google-bert/bert-large-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0336813fa3333c168229e8389d0d3bfe8cefa08f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-14 16:36:14,True,52,+
almanach/camembert-base,be8cbf7fcc01247489f4dff362aee0443b9a3d86,almanach/camembert-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (28d35c43c163733b290d468362c639f258a9d3f5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:41:41,True,195,+
distilbert/distilbert-base-cased-distilled-squad,2d81d2eeffc5be1dad0839e48c04dd02952f8606,distilbert/distilbert-base-cased-distilled-squad/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (20f43298b52210bdeea41ce95e8b8bef84ca709a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Julien Chaumond,2023-03-21 10:55:59,True,179,+
distilbert/distilbert-base-cased,0dacbb01d604f8adeeb5b87c9339e485ac40d5c0,distilbert/distilbert-base-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (b8c7b4d024d865db7d183f4cec50c189b49bb3bb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-11 16:34:52,True,353,+
distilbert/distilbert-base-german-cased,a070f5a65373f44a961682692d7748f4a65c3895,distilbert/distilbert-base-german-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (17a0ade7c1bad348bb362c4dc9562ca87c1c2744)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:31,True,195,+
distilbert/distilbert-base-multilingual-cased,9e90d6dd84b6a2e4d65e4d751baed6cd56578fd3,distilbert/distilbert-base-multilingual-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (dd1a1f492011b5166b40838a60f9480673fc69dd)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:24,True,195,+
distilbert/distilbert-base-uncased-distilled-squad,bb133e834d7dab8aa8eb3f04e0435db7a3a1ddc8,distilbert/distilbert-base-uncased-distilled-squad/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (666b6d18103e59adc641490a8d230378deaa6fb9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:56,True,195,+
distilbert/distilbert-base-uncased,1c4513b2eedbda136f57676a34eea67aba266e5c,distilbert/distilbert-base-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (15e2238f2cd797b3a86485eddbc884f204cfedf0)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:16:54,True,54,+
distilbert/distilgpt2,ee0b29d316a6a55fd15c50c4a97aca80ab4dd66a,distilbert/distilgpt2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (4244ff61fb228ec942af0d72c89fedc9bc5faa31)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-14 16:36:02,True,52,+
distilbert/distilroberta-base,d5411c3ee9e1793fd9ef58390b40a80a4c10df32,distilbert/distilroberta-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5cbd7d214707beb941608d50e734179140c5f93f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 18:22:40,True,54,+
openai-community/gpt2-large,212095d5832abbf9926672e1c1e8d14312a3be20,openai-community/gpt2-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (e3395fc8f57604b82ce8444014e409c08e033f31)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-02-22 03:46:24,True,152,+
openai-community/gpt2-medium,425b0cc90498ac177aa51ba07be26fc2fea6af9d,openai-community/gpt2-medium/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (324159f8fc4af768042b85cb32f0117fdf90482f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-02-22 03:46:35,True,152,+
openai-community/gpt2-xl,b81cf803a4e4e809062586ac620a06e65d9e20b6,openai-community/gpt2-xl/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (fcf4dcd648429c5e528b7c684bf0ccf74d0110c4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-10-23 09:09:53,True,395,+
openai-community/openai-gpt,adacbec1426c790163037629ab537b20464a8f71,openai-community/openai-gpt/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (ec256d13d0fb1306e1190e9d45e7bd5c37cb4f7a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:43,True,195,+
openai-community/roberta-base-openai-detector,e83ca3cbbdd48ffb3a5f0468e487f84e4a81a796,openai-community/roberta-base-openai-detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (82e0e0fa07e714847a9ba369c5753877d617ad33)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:39:59,True,195,+
FacebookAI/roberta-large-mnli,df0f743a40fd2c7a260dfae33c1991f72ca9d472,FacebookAI/roberta-large-mnli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (531c60848c9322d657baecb18886f954a624cb6d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:40:16,True,195,+
openai-community/roberta-large-openai-detector,38f3e0ccf205e9c4e0b38ae9d75ec948141bf832,openai-community/roberta-large-openai-detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (8f0a2e84eda6bfe80ecff0442a3832ab7f2895da)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 05:56:29,True,565,+
google-t5/t5-3b,bed96aab9ee46012a5046386105ee5fd0ac572f0,google-t5/t5-3b/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (438d15719487b1dd9f9762aa45ed1fc0edbfc7d0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-01-29 10:44:49,True,493,+
google-t5/t5-base,fe6d9bf207cd3337512ca838a8b453f87a9178ef,google-t5/t5-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (e2cdbf1187d349dfc8f0543cb96982c95005c3b7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 09:42:36,True,195,+
FacebookAI/xlm-roberta-base,42f548f32366559214515ec137cdd16002968bf6,FacebookAI/xlm-roberta-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (42d8930d2fa6e51784fc924d37943d1cb89ec0de)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Lysandre,2022-11-16 10:16:18,True,54,+
FacebookAI/xlm-roberta-large-finetuned-conll02-spanish,20c988ed3590c0fa2de016700fc375b0266c7513,FacebookAI/xlm-roberta-large-finetuned-conll02-spanish/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4fbcd7daf1ae5746589b5c1fbce696b45c3f292b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-09-12 16:39:08,True,354,+
FacebookAI/xlm-roberta-large-finetuned-conll03-english,df3cc13673c5de461b24e1c75ff17c20f41d3a34,FacebookAI/xlm-roberta-large-finetuned-conll03-english/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (d42471300e02526d8ca959081abe63cff0e9e071)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-11-28 04:51:38,True,431,+
FacebookAI/xlm-roberta-large,5bc772e3200d64d987707aa9e9dfcca44b1f8da2,FacebookAI/xlm-roberta-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#13)


- Adding `safetensors` variant of this model (2a489c01713afb599e293739f28b7d36941f13dc)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Sylvain Gugger,2023-04-06 16:19:19,True,195,+
AdharshJolly/HarryPotterBot-Model,031d1a134a272da755691e946503293d57eaeb47,AdharshJolly/HarryPotterBot-Model/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b86bc942233e23dec3d3e0bd50a6b8288670b1ce)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adharsh Jolly,2024-07-17 05:35:04,True,663,+
Aleksandar/bert-srb-ner-setimes,2ff910f4edf34c096469d6c559a571a452ea1767,Aleksandar/bert-srb-ner-setimes/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e2cf4b6658f1208e8b1d6077d47017dc8788a103)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Aleksandar Cvejic,2024-12-18 05:00:41,True,817,+
CAUKiel/JavaBERT,bac399e0d903099524999d3f9162421b0eafdd48,CAUKiel/JavaBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (b7e7cc77e97f81014a3ff87b93e9f43aa2b38ba0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nelson Tavares de Sousa,2023-03-20 05:43:34,True,178,+
Davlan/bert-base-multilingual-cased-ner-hrl,e756de7f7b8f64fea0c3d7c3872f1322fab747b1,Davlan/bert-base-multilingual-cased-ner-hrl/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (4563e15811fa553ba3797aec75c0775baeca891a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",David Adelani,2024-11-11 07:32:14,True,780,+
jesseD/homer-bot,32d40acd06333ede9a689150c26b34953df853c9,jesseD/homer-bot/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d17b1d0cde5dcbe676848c169728a193c7e3bd7d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jesse Dingley,2024-04-05 17:53:03,True,560,+
EleutherAI/gpt-neo-1.3B,8282180b53cba30a1575e49de1530019e5931739,EleutherAI/gpt-neo-1.3B/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (9e34e15c872605436c2e94601fd67a2446b30047)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stella Biderman,2023-07-09 11:52:34,True,289,+
EleutherAI/gpt-neo-125m,6cb0d322a3a484e99667e7cb240e22f1ac036b99,EleutherAI/gpt-neo-125m/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#9)


- Adding `safetensors` variant of this model (7af65195821fe1bdf752c96fd00c7cff78ade490)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Stella Biderman,2023-07-09 11:54:09,True,289,+
Geotrend/bert-base-10lang-cased,bc88cf208fbc206b857dcc6b326e0cb2d702eda9,Geotrend/bert-base-10lang-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (7c84fc19dc48dc8fcba01e2a0f3f518555b416d4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-12-22 04:36:02,True,821,+
Geotrend/bert-base-lt-cased,ee5596019e4f0304788ab0f0fb3bfcda726b7a51,Geotrend/bert-base-lt-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (546d94ceed3b0dad69ae92685b0914aa81d37025)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-11-14 09:33:22,True,783,+
Geotrend/bert-base-nl-cased,09d32540ba885454d1f99793a15b004880b473e7,Geotrend/bert-base-nl-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (bbdc1c1e728820e2ce2af72c03ae970c9b5c180d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-11-30 04:08:54,True,799,+
Geotrend/bert-base-pl-cased,5c87e45fdc3ce85e1dc718daddc39c9e3d3dbf40,Geotrend/bert-base-pl-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f6ba9c56b48cf64b9eef85589e912a5198b788f9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-11-09 15:58:45,True,778,+
Geotrend/bert-base-pt-cased,b0605a35193569e635f38cdde46d26e974d3c643,Geotrend/bert-base-pt-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (cbad0479da4193441a05e1d7c93850e4833d5410)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-11-30 04:08:40,True,799,+
Geotrend/distilbert-base-en-fr-ar-cased,578a01b06da2387ab5b3e09aa338777c2824d502,Geotrend/distilbert-base-en-fr-ar-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bd4d06fa4ae340f7cd1226b2dd1fda41a2fdf700)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-11-08 15:40:26,True,777,+
Geotrend/distilbert-base-en-fr-de-cased,1385cd307074352a35b74691fb9e1214be290853,Geotrend/distilbert-base-en-fr-de-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (7efac92d904edb292d0d009119589cb65bbb4b69)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Grégoire Sigel,2024-12-24 04:04:47,True,823,+
Geotrend/distilbert-base-pl-cased,9002d311e35aac14575bf53ad4fa3d8f8b853c2b,Geotrend/distilbert-base-pl-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1ced9ed415eaa3d12c8e5a1d59bc92e3ba6c55ed)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-12-27 17:01:39,True,826,+
Geotrend/distilbert-base-ur-cased,8031251bddd9f114fb7f67a6cfcef21079e1fae2,Geotrend/distilbert-base-ur-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a9b5171c5ccddfaadfc1495222d332577cab75e1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Amine Abdaoui,2024-12-22 04:35:30,True,821,+
Ilyes/wav2vec2-large-xlsr-53-french_punctuation,2209882c5e5b021d3b65cb44bdb4ed4cd33867b7,Ilyes/wav2vec2-large-xlsr-53-french_punctuation/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (efd1c4dfe747d13e70b70e9c77286ed449ae5d2c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ilyes Rebai,2024-05-09 11:42:56,True,594,+
KBLab/sentence-bert-swedish-cased,6275b30fa319832bd5e99eecc4f5eb43974f0b85,KBLab/sentence-bert-swedish-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (50f1be05d0785ac9cd194db6366a9598e07a19f0)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Faton Rekathati,2024-10-25 08:36:45,True,763,+
KBLab/wav2vec2-large-voxrex-swedish,ab3aa1ba28e671a1ac8a54df8c031fcd587f5603,KBLab/wav2vec2-large-voxrex-swedish/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (87b4a2658c1f68b7375641f2a78ac9dc7632cc68)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Robin Qrtz,2023-04-19 03:18:16,True,208,+
SI2M-Lab/DarijaBERT-arabizi,6d83e853f2b77c4666399506ad601e828766e0d1,SI2M-Lab/DarijaBERT-arabizi/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (08fbdc095075c68b7e8e6a27ab47761b7db51d9f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Kamel Gaanoun,2023-03-23 05:56:11,True,181,+
SI2M-Lab/DarijaBERT,4025e5465fc6b3c9aa516839dd0bd039fa2e6d99,SI2M-Lab/DarijaBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d6f534fad287e001adfb1094239441ba662d3cd8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Kamel Gaanoun,2024-09-25 06:23:30,True,733,+
Kamel/t5-darija-summarization,f0e4f74b452eae17a1e9a21fc696edc1ceaafecd,Kamel/t5-darija-summarization/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1c4aa6237d4a4c36756bf57f064d563ee4c7585e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Kamel Gaanoun,2024-09-25 06:28:05,True,733,+
