repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
enesuio/ennurv6,73fde823a64d8fa867f34eba138e9711c6853d9a,enesuio/ennurv6/ennurv6-000012.safetensors,safetensors,Upload folder using huggingface_hub,Enes,2024-12-13 18:27:41,True,812,+
enesuio/ennurv6,73fde823a64d8fa867f34eba138e9711c6853d9a,enesuio/ennurv6/ennurv6.safetensors,safetensors,Upload folder using huggingface_hub,Enes,2024-12-13 18:27:41,True,812,+
furrutiav/bert_w_sen_mixtral_nllfg_rubric_cola_sentence_embd_perplexity,6af91398a0dd34caefc610d5b5aaa7698d7b92bc,furrutiav/bert_w_sen_mixtral_nllfg_rubric_cola_sentence_embd_perplexity/model.safetensors,safetensors,Upload model,Felipe Urrutia,2024-12-12 14:17:28,True,811,+
tsuzukia/llm-jp-3-13b-it_lora,6b0e31d636a509ed9ae8d6a9457ddc32b41410f3,tsuzukia/llm-jp-3-13b-it_lora/adapter_model.safetensors,safetensors,"Trained with Unsloth

Upload model trained with Unsloth 2x faster",Toshitake Suzuki,2024-12-11 21:41:24,True,810,+
julia-se/mistral_finetuning_se2,922188fa47e15e459e25046b44b3d6ddaf0ab392,julia-se/mistral_finetuning_se2/adapter_model.safetensors,safetensors,Upload model,Julia Dollis,2024-12-11 14:50:37,True,810,+
shray98/peft-cumulative-testing-WAXS-21-openai-whisper-large-v3,1ff919354a70f19a1592458535440ddaff844995,shray98/peft-cumulative-testing-WAXS-21-openai-whisper-large-v3/adapter_model.safetensors,safetensors,Upload model,Shray Mathur,2024-12-10 11:50:16,True,809,+
MayBashendy/ArabicNewSplits4_FineTuningAraBERT_run3_AugV5_k7_task5_organization,72293c1cf865d44887af12998b2c66f593d834e8,MayBashendy/ArabicNewSplits4_FineTuningAraBERT_run3_AugV5_k7_task5_organization/model.safetensors,safetensors,"Training in progress, step 240",May Bashendy,2024-12-09 17:58:58,True,808,+
dylanewbie/whisper-large-v2-ft-cv16-1__car50-realworld-e3n4-and-n4r2_owner12-copy2x-241209-v1,a379872a4d368e79150cb2d2905a611ed6bba61e,dylanewbie/whisper-large-v2-ft-cv16-1__car50-realworld-e3n4-and-n4r2_owner12-copy2x-241209-v1/adapter_model.safetensors,safetensors,End of training,Di-Ying Li,2024-12-09 13:53:15,True,808,+
ProbeX/Model-J__ResNet__model_idx_0816,df6f1ba2349257f28957683809084e8407f66a8a,ProbeX/Model-J__ResNet__model_idx_0816/model.safetensors,safetensors,Upload folder using huggingface_hub,Eliahu Horwitz,2024-12-09 07:28:18,True,808,+
divstar/kirah-lora,f06511d2adf28978cafd53c992022449f967be9a,divstar/kirah-lora/lora.safetensors,safetensors,Upload folder using huggingface_hub,Nick,2024-12-09 01:49:18,True,808,+
auslawbench/Cite-Llama-3.1-8B,55c93c8b4aa160d03ca01f6a9d115bc789c841d2,auslawbench/Cite-Llama-3.1-8B/adapter_model.safetensors,safetensors,Upload model,auslawbench,2024-12-08 22:58:04,True,807,+
nblinh/3dc68e57-4d68-45da-90d6-b18b56865877,8cd6bd56932eb4f451c75892612c08f2d2a54708,nblinh/3dc68e57-4d68-45da-90d6-b18b56865877/adapter_model.safetensors,safetensors,End of training,Nguyen Ba Linh,2024-12-05 13:25:13,True,804,+
tmmazen/mistral_7b_finetuned_medicinal_plants_qa,2605fd2da15cac89a154bc7c1386c6c3430f319f,tmmazen/mistral_7b_finetuned_medicinal_plants_qa/adapter_model.safetensors,safetensors,Upload model,tmani,2024-12-05 06:08:14,True,804,+
legalvn/paraphrase-multilingual-MiniLM-L12-v2-vn-170000,5bad408efe64acb699b004f170a940e85068b62e,legalvn/paraphrase-multilingual-MiniLM-L12-v2-vn-170000/model.safetensors,safetensors,Upload finetuned model,Deep,2024-12-04 05:03:38,True,803,+
MayBashendy/ArabicNewSplits2_FineTuningAraBERT_run4_AugV5_k20_task1_organization,b563fa094b04b67646839bd2a47034a6829c006f,MayBashendy/ArabicNewSplits2_FineTuningAraBERT_run4_AugV5_k20_task1_organization/model.safetensors,safetensors,"Training in progress, step 500",May Bashendy,2024-12-03 01:19:15,True,802,+
QMMMS/my_awesome_model,bbaa4294c387d492a7f275f752d2cc06aa1f13d9,QMMMS/my_awesome_model/model.safetensors,safetensors,"Training in progress, epoch 1",Qin,2024-12-01 23:59:17,True,800,+
Zhuoang/fine-tuned-roberta-nli,ddf9f9da68d150b8adb57b8c00caa2957638a7fd,Zhuoang/fine-tuned-roberta-nli/final_model/model.safetensors,safetensors,Final fine-tuned RoBERTa NLI model,Zhuoang Cai,2024-11-30 18:02:50,True,799,+
Zhuoang/fine-tuned-roberta-nli,23b0893f54451e1cb37c28ff382497f304b13e78,Zhuoang/fine-tuned-roberta-nli/checkpoints/model.safetensors,safetensors,Checkpoint for epoch 1,Zhuoang Cai,2024-11-30 16:12:54,True,799,+
Haesteining/PhiLargev3,892155e0a2397547207b3be236459d2994b3d02e,Haesteining/PhiLargev3/model-00001-of-00004.safetensors,safetensors,Upload Phi3ForCausalLM,Erik Hedström,2024-11-27 13:38:48,True,796,+
Haesteining/PhiLargev3,892155e0a2397547207b3be236459d2994b3d02e,Haesteining/PhiLargev3/model-00002-of-00004.safetensors,safetensors,Upload Phi3ForCausalLM,Erik Hedström,2024-11-27 13:38:48,True,796,+
Haesteining/PhiLargev3,892155e0a2397547207b3be236459d2994b3d02e,Haesteining/PhiLargev3/model-00003-of-00004.safetensors,safetensors,Upload Phi3ForCausalLM,Erik Hedström,2024-11-27 13:38:48,True,796,+
Haesteining/PhiLargev3,892155e0a2397547207b3be236459d2994b3d02e,Haesteining/PhiLargev3/model-00004-of-00004.safetensors,safetensors,Upload Phi3ForCausalLM,Erik Hedström,2024-11-27 13:38:48,True,796,+
sebacasas/zabaleta2024,0f563f469bc9cdc44ea314c2122be5bb44f263fc,sebacasas/zabaleta2024/flux_train_replicate.safetensors,safetensors,Upload folder using huggingface_hub,Sebastian,2024-11-27 10:28:12,True,796,+
PopularPenguin/CodeT5L-1,825fdfaebabb7bb1b51f59f1ad021ba84e824a5e,PopularPenguin/CodeT5L-1/adapter_model.safetensors,safetensors,"Training in progress, step 500",Gaurav Padole,2024-11-27 04:15:44,True,796,+
furrutiav/roberta_mixtral_nllfg_rubric_cola_none_item,68bd9940a2d639ef32b69ff13fdbbe13af3fef9d,furrutiav/roberta_mixtral_nllfg_rubric_cola_none_item/model.safetensors,safetensors,Upload model,Felipe Urrutia,2024-11-26 11:09:36,True,795,+
kikonessssss/copafifalora,fd7023125f9dda432e1134c1fb9d7dc2a01537fd,kikonessssss/copafifalora/lora.safetensors,safetensors,Upload folder using huggingface_hub,kiko lunardon,2024-11-25 22:50:41,True,794,+
isspek/xlnet-base-cased_zika_ebola_2_2e-5_16,8bdca188d2d5ca1659c40327705bec09f445a5f2,isspek/xlnet-base-cased_zika_ebola_2_2e-5_16/model.safetensors,safetensors,Upload XLNetForSequenceClassification,Ipek Baris Schlicht,2024-11-24 06:30:42,True,793,+
isspek/xlnet-base-cased_zika_llama_ebola_llama_4_2e-5_16,ae12f9fb8d7dd329e5d72bcbc925019571378493,isspek/xlnet-base-cased_zika_llama_ebola_llama_4_2e-5_16/model.safetensors,safetensors,Upload XLNetForSequenceClassification,Ipek Baris Schlicht,2024-11-24 06:19:13,True,793,+
PrunaAI/nroggendorff-smallama-it-bnb-8bit-smashed,ba33fa8458447229f7f3e2442799e2954ae3071a,PrunaAI/nroggendorff-smallama-it-bnb-8bit-smashed/model.safetensors,safetensors,"Upload folder using huggingface_hub (#1)


- bb19ba5350524d587a0f407925d346524098d529ffc3daa4bfecc94bb6d798e5 (53139b57da5e3c05b0f6b63f48c28c5053a6770a)",Bertrand Charpentier,2024-11-22 08:07:28,True,791,+
arinzeo/at-ru-en-finetuned-cyrillic-to-eng,ee05bd4d0f75f46f9910d5cdf30bb19090e14c71,arinzeo/at-ru-en-finetuned-cyrillic-to-eng/model.safetensors,safetensors,arinzeo/custom-ru-en,Arinzechukwu Ofodile,2024-11-21 20:41:51,True,790,+
braindao/iq-code-evmind-0.5b-instruct-v0.2411.5,407f130d5f0604db2fba0cb948cda44445477492,braindao/iq-code-evmind-0.5b-instruct-v0.2411.5/model.safetensors,safetensors,(Trained with Unsloth),IQ,2024-11-21 06:33:17,True,790,+
autoprogrammer/Llama-3.2-1B-Instruct-medmcqa-zh-linear,285f728efe202fa0414fec27de8682eb3f58cae3,autoprogrammer/Llama-3.2-1B-Instruct-medmcqa-zh-linear/model.safetensors,safetensors,Upload LlamaForCausalLM,Junxia Cui,2024-11-21 00:04:34,True,790,+
hdonertasli/llama-big-unsloth,a116adf2affef121c89f32802cfb798bb99385ef,hdonertasli/llama-big-unsloth/adapter_model.safetensors,safetensors,"Upload model trained with Unsloth

Upload model trained with Unsloth 2x faster",Hale Donertasli,2024-11-20 21:42:05,True,789,+
Haiasi/waddle-pengu-v2,568536d3bf7768289e96c3b2edb9244c1070c03f,Haiasi/waddle-pengu-v2/lora.safetensors,safetensors,Upload folder using huggingface_hub,Haiasi,2024-11-20 14:20:46,True,789,+
NabeelMirza/Mathstral_model_4_bit_Training_3_epoch_19NOV,54b1a1529ec74d0693613e9e440ee0083d1fa531,NabeelMirza/Mathstral_model_4_bit_Training_3_epoch_19NOV/adapter_model.safetensors,safetensors,NabeelMirza/Trained_Model/Mathtral_4bit_Training_3_Epochs_v_Nov19,Nabeel Mirza,2024-11-19 14:58:04,True,788,+
rewicks/monolingual_de_16k-shared_ep3,422e61ca57e66b01f47ba6393e1d0974215eb268,rewicks/monolingual_de_16k-shared_ep3/model.safetensors,safetensors,Upload MarianForCausalLM,Rachel Wicks,2024-11-19 14:08:48,True,788,+
ryannhally/t5-small-nah-qu-transfer2,44f3c869200f6e5e83a9a06e08252e19fd2d14ba,ryannhally/t5-small-nah-qu-transfer2/model.safetensors,safetensors,"Training in progress, step 500",Ryann Hally,2024-11-19 03:30:54,True,788,+
rica40325/glm_lighten_v1,a7f4fa6afa5501662a240b4842e58832764e72ae,rica40325/glm_lighten_v1/model-00001-of-00004.safetensors,safetensors,Upload folder using huggingface_hub,cheat,2024-11-18 22:13:49,True,787,+
rica40325/glm_lighten_v1,a7f4fa6afa5501662a240b4842e58832764e72ae,rica40325/glm_lighten_v1/model-00002-of-00004.safetensors,safetensors,Upload folder using huggingface_hub,cheat,2024-11-18 22:13:49,True,787,+
rica40325/glm_lighten_v1,a7f4fa6afa5501662a240b4842e58832764e72ae,rica40325/glm_lighten_v1/model-00003-of-00004.safetensors,safetensors,Upload folder using huggingface_hub,cheat,2024-11-18 22:13:49,True,787,+
rica40325/glm_lighten_v1,a7f4fa6afa5501662a240b4842e58832764e72ae,rica40325/glm_lighten_v1/model-00004-of-00004.safetensors,safetensors,Upload folder using huggingface_hub,cheat,2024-11-18 22:13:49,True,787,+
AlexeyRyzhikov/donut-V1.4,2ce1229dd7036181516fa10e0216010b5887f4c9,AlexeyRyzhikov/donut-V1.4/model.safetensors,safetensors,Training done,Ryzhikov,2024-11-18 17:49:48,True,787,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/Ariel.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/ArielPonyXL_character-10.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/Ariel_-_The_Little_Mermaid_1989_PonyXL.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/Ariel_2-000006.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/DisneyAriel.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/arielXL.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/ariel_3d_merged_v1.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/dalleariel-000006.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
serums2425/Ariel,2d379d0662660f290f5d5d73f2e5f12f07a20351,serums2425/Ariel/littlem_pony_v1.safetensors,safetensors,Upload 9 files,Serums,2024-11-12 16:09:21,True,781,+
GiftMark/akan-whisper-model,8d74f173f8711306440265f7b65f833d8b54a824,GiftMark/akan-whisper-model/model.safetensors,safetensors,Upload WhisperForConditionalGeneration,Mark Atta Mensah,2024-11-11 15:35:05,True,780,+
Srijith-rkr/deepseek_SFT_history,09052d7eacdae27dc2720165c566d3f4e42a6f58,Srijith-rkr/deepseek_SFT_history/model-00001-of-00003.safetensors,safetensors,Upload LlamaForCausalLM,Srijith Radhakrishnan,2024-11-10 21:53:52,True,779,+
Srijith-rkr/deepseek_SFT_history,09052d7eacdae27dc2720165c566d3f4e42a6f58,Srijith-rkr/deepseek_SFT_history/model-00002-of-00003.safetensors,safetensors,Upload LlamaForCausalLM,Srijith Radhakrishnan,2024-11-10 21:53:52,True,779,+
Srijith-rkr/deepseek_SFT_history,09052d7eacdae27dc2720165c566d3f4e42a6f58,Srijith-rkr/deepseek_SFT_history/model-00003-of-00003.safetensors,safetensors,Upload LlamaForCausalLM,Srijith Radhakrishnan,2024-11-10 21:53:52,True,779,+
kik41/lora-formality-informal-llama-3-8b,61b0a3a71a6cb3b1f57bb013828ed88204ca9443,kik41/lora-formality-informal-llama-3-8b/adapter_model.safetensors,safetensors,Upload model,Sushant Karki,2024-11-06 19:10:17,True,775,+
sayonarawildhearts/ESCM,0e33a6095591363391c7af05a980d3ed66aaa42a,sayonarawildhearts/ESCM/model.safetensors,safetensors,Upload model,Zhilin Gong,2024-11-05 09:23:31,True,774,+
RichardErkhov/glenn2_-_gemma-2b-lora3-8bits,e6fd251f4abf3fe7c2e90c8815f3b0d3ca19fcfe,RichardErkhov/glenn2_-_gemma-2b-lora3-8bits/model.safetensors,safetensors,uploaded model,Richard Erkhov,2024-11-05 04:40:51,True,774,+
Punter1504/topic_balanced_3750,78aa3e67ff8a466517dbbea7756eac745573017e,Punter1504/topic_balanced_3750/adapter_model.safetensors,safetensors,"Upload model trained with Unsloth

Upload model trained with Unsloth 2x faster",Prudhvi Raju Gadiraju,2024-11-03 17:17:34,True,772,+
tiendoan/finetune_CafeBERT_cleancap_sample2,d26d58ff3c8feca144251758b0f8ff4f0163e39b,tiendoan/finetune_CafeBERT_cleancap_sample2/model.safetensors,safetensors,"Training in progress, epoch 1",Doan Nhat Tien,2024-11-02 11:59:40,True,771,+
raaedk/simpletuner-lora,ff6a4e51b8f0beac494f1fc3cb56d7d0ac224f91,raaedk/simpletuner-lora/pytorch_lora_weights.safetensors,safetensors,"Trained for 0 epochs and 500 steps.
Trained with datasets ['text-embed-cache', 'my-dataset-512', 'my-dataset-1024', 'my-dataset-512-crop', 'my-dataset-1024-crop']
Learning rate 0.0001, batch size 1, and 1 gradient accumulation steps.
Used DDPM noise scheduler for training with epsilon prediction type and rescaled_betas_zero_snr=False
Using 'trailing' timestep spacing.
Base model: stabilityai/stable-diffusion-3.5-large
VAE: None",Raaed,2024-11-01 19:36:08,True,770,+
RobertML/dippy-cache-02,7aad5cae002a3cafb03867483728439a3cb5bf63,RobertML/dippy-cache-02/model-00001-of-00004.safetensors,safetensors,Upload model,Robert,2024-11-01 18:36:05,True,770,+
RobertML/dippy-cache-02,7aad5cae002a3cafb03867483728439a3cb5bf63,RobertML/dippy-cache-02/model-00002-of-00004.safetensors,safetensors,Upload model,Robert,2024-11-01 18:36:05,True,770,+
RobertML/dippy-cache-02,7aad5cae002a3cafb03867483728439a3cb5bf63,RobertML/dippy-cache-02/model-00003-of-00004.safetensors,safetensors,Upload model,Robert,2024-11-01 18:36:05,True,770,+
RobertML/dippy-cache-02,7aad5cae002a3cafb03867483728439a3cb5bf63,RobertML/dippy-cache-02/model-00004-of-00004.safetensors,safetensors,Upload model,Robert,2024-11-01 18:36:05,True,770,+
DTang161/Lego_lora_third_cos,94036956ca10e0ca9efeb4b2bde91b06dc689ec2,DTang161/Lego_lora_third_cos/adapter_model.safetensors,safetensors,Upload folder using huggingface_hub,Dennis Tang,2024-10-29 11:56:26,True,767,+
manbeast3b/model_redo_tw_1_900,c60895399a14560ebe7b006126cb97b3e8530dca,manbeast3b/model_redo_tw_1_900/checkpoint.safetensors,safetensors,Upload checkpoint.safetensors with huggingface_hub,ManBeast,2024-10-28 18:48:43,True,766,+
manbeast3b/ooslow_6500_winrate_0-9955,880529ac7d1bd6b25e8cd52e4b4afc9ba28ae28a,manbeast3b/ooslow_6500_winrate_0-9955/checkpoint.safetensors,safetensors,Upload checkpoint.safetensors with huggingface_hub,ManBeast,2024-10-28 09:08:48,True,766,+
GitBag/rloo_6_lr_2e-7_555134_1730042202,af3dacbf99cba11df4c3cc51770cf5d43cdf8fe7,GitBag/rloo_6_lr_2e-7_555134_1730042202/model-00001-of-00004.safetensors,safetensors,Upload LlamaForCausalLM,Zhaolin Gao,2024-10-27 17:25:39,True,765,+
GitBag/rloo_6_lr_2e-7_555134_1730042202,af3dacbf99cba11df4c3cc51770cf5d43cdf8fe7,GitBag/rloo_6_lr_2e-7_555134_1730042202/model-00002-of-00004.safetensors,safetensors,Upload LlamaForCausalLM,Zhaolin Gao,2024-10-27 17:25:39,True,765,+
GitBag/rloo_6_lr_2e-7_555134_1730042202,af3dacbf99cba11df4c3cc51770cf5d43cdf8fe7,GitBag/rloo_6_lr_2e-7_555134_1730042202/model-00003-of-00004.safetensors,safetensors,Upload LlamaForCausalLM,Zhaolin Gao,2024-10-27 17:25:39,True,765,+
GitBag/rloo_6_lr_2e-7_555134_1730042202,af3dacbf99cba11df4c3cc51770cf5d43cdf8fe7,GitBag/rloo_6_lr_2e-7_555134_1730042202/model-00004-of-00004.safetensors,safetensors,Upload LlamaForCausalLM,Zhaolin Gao,2024-10-27 17:25:39,True,765,+
nazlisevdam/google-gemma-2b-1729936995,727c3e6804d50c47126e72c59d11f30dbe90a9a5,nazlisevdam/google-gemma-2b-1729936995/adapter_model.safetensors,safetensors,Upload folder using huggingface_hub,nazli sevdam,2024-10-26 06:03:20,True,764,+
